計畫名稱,class,關鍵詞,NER
多元測繪科技整合應用計畫(1/4),11,"['高程', '精度', '星系', '控制點']",['臺灣']
無人機應用核心技術開發與場域實證計畫 (2/3),11,['機隊'],"['2020年', '行政院', '台灣', '警政署', '2023年', '台灣', '交通部', '40億元', '消防署']"
新世代移動交通深度學習智慧系統研發暨應用計畫(1/4),11,"['車流', '自駕車']","['亞洲', '亞洲', '交通部', '交通部', '交通部', '四年', '亞洲', '2022年']"
自動駕駛決策控制關鍵系統技術綱要計畫(1/4),11,"['精度', '自駕車', '高精度圖']","['10公分', '科技部', '3%', '沙崙']"
自動駕駛感知次系統攻堅計畫(2/4),11,"['整車', '自駕車', '車廠', '二輪車', '機車', '都市型', '路線', '車規']","['Google', '巴', '東南亞', '台灣', '中', '中', '巴', '100%', '東南亞', '美', '巴', '中']"
重型運輸產業發展推動計畫(4/4),11,['軌道'],['臺灣']
交通科技管理與技術發展計畫(2/4),11,[],['交通部']
海空運輸系統營運效能與技術提升科技研發計畫(1/4),11,"['航線', '機場', '客運', '海運']","['兩岸', '桃園', '歐', '太平洋', '108年至111年', 'PSC', '2019年', '108年度', '亞洲']"
太空科技發展與服務計畫(1/4),11,"['孔徑', '演算法', '飛試', '太空', '機載', '酬載', '雛型體', '呎級', '解析度', '教研界', '天線']","['108年度', '108年度']"
福爾摩沙衛星七號計畫-第1組衛星及自主衛星研製(4/4),11,"['星系', '軌道', '掩星', '太空', '端點']","['第1', '第1', '60度', '108年度', '45分鐘', '第1', '第1', '107年', '第1', '3小時']"
臺灣新興太空產業領航計畫—微衛星發展(3/4),11,"['太空', '微衛星', '星系', '火箭', '產研', '工程體', '飛行體', '飛試']","['2.1.5U立方', '108年', '3U立方', '第三', '臺北國際航太暨國防工業展覽會', '臺灣', '1,500kgf', '臺灣', '108年', '106年至109年止', '臺灣']"
下世代太空科技發展先期推動計畫(1/10),11,"['星系', '解析度', '軌道', '火箭']","['108年', '2米', 'LiDAR', '200公斤', '台', '108- 109年', '6年', '1', '7年', '0.35米', 'AI array cameras', '108年', '通用', '108年', '1米', '108年', '108年']"
提昇我國飛航安全及事故調查能量計畫(3/4),11,"['飛安', '航空器']","['第三', '第一', '歐', '第二', '美']"
智能測繪科研發展計畫(1/4),11,"['地形', '高程']",[]
多元測繪科技整合應用計畫(2/4),11,"['高程', '星系', '控制點']",['臺灣']
無人載具決策控制關鍵系統技術綱要計畫(2/4),11,[],[]
新世代移動交通深度學習智慧系統研發暨應用計畫(2/4),11,"['車流', '路側', '二輪車']","['第一', '行政院', '亞洲', '臺灣', '台灣AI行動計畫', '亞太', '行政院', '東南亞']"
無人機應用核心技術開發與場域實證計畫(3/3),11,"['機隊', '高鐵']","['台中花博', '台灣', '109年', '109年', '107~108年', '800萬', '台灣高鐵', '警政署', '竹科靖勇演習', '內政部', '108年', '8.5億', '109年', '國內工程顧問公司', '梁', '交通部公路總局', '108年', '新北市政府消防局', '新竹科學園區', '台灣高鐵', '警政署保二總隊', '109年']"
自動駕駛感知次系統攻堅計畫(3/4),11,"['整車', '自駕車', '車廠', '整車廠', '產研', '車王']","['整車廠車王電子', '輝創', '109年', '臺中水湳智慧城', '美國愛迪生發明大獎', '宇碩', '109年', '109年', '亞旭', '1ms', '杜拜世界自動駕駛運輸挑戰賽', '109年', '日本', 'Developer', '網通業者明泰', '2億元', '華創車電', '109年']"
無人載具科技實證運行推動計畫(1/4),11,[],"['內政部', '科技創新實驗條例', '109 ~ 112 年', '10年']"
重型運輸產業發展推動計畫(1/4),11,"['軌道', '鐵道']","['新臺幣76億元', '113億元']"
交通科技管理與技術發展計畫(3/4),11,"['福國', '藍本']",['交通部']
海空運輸系統營運效能與技術提升科技研發計畫(2/4),11,"['海運', '航線', '機場', '航運']","['交通部', '交通部', '108年至111年']"
下世代太空科技發展延續推動計畫(2/10),11,"['太空', '星系', '解析度', '孔徑']","['第一', '第三', '第二年']"
建立多模組運輸事故調查能量計畫(1/4),11,"['運具', '軌道', '光達', '原因', '疏失']","['亞太', '新加坡', '亞太', '日本']"
智能測繪科研發展計畫(2/4),11,"['地形', '高程']",[]
多元測繪科技整合應用計畫(3/4),11,"['高程', '控制點', '光達']",['臺灣']
新世代移動交通深度學習智慧系統研發暨應用計畫(3/4),11,"['車流', '機車', '二輪車']","['第一', '2022年', '110年', '亞洲']"
無人載具決策控制關鍵系統技術綱要計畫(3/4),11,[],"['經濟部', '經濟部', '108~111 年', '行政院', '科技部', '內政部', '107年', '科技部', '沙崙', '內政部', '交通部']"
無人載具科技實證運行推動計畫(2/4),11,['自駕車'],['無人載具科技創新實驗條例']
自動駕駛感知次系統攻堅計畫(4/4),11,"['整車', '車廠', '都市型', '自動車', '車規']","['中', '新竹光復路', '巴', '連騰科技', '臺灣', '臺灣', '明泰科技']"
重型運輸產業發展推動計畫(2/4),11,['軌道'],['歐美亞']
交通科技管理與技術發展計畫(4/4),11,"['福國', '藍本']",['交通部']
與世界同步智慧交通新科技發展與應用計畫(1/4),11,['機車'],[]
5G帶動智慧交通技術與服務創新及產業發展計畫(1/5),11,['鐵道'],"['108年', '第五']"
海空運輸系統營運效能與技術提升科技研發計畫(3/4),11,"['2020年版', '海運', '分冊', '航港', '航運', '機場']","['2020年版運輸政策白皮書', '兩岸', '臺灣']"
海洋及交通運輸防災技術研究(4/4),11,['海運'],"['兩岸', '港', '政府']"
推動5G提升智慧交通服務效能與安全計畫(1/5),11,"['鐵道', '監理', '高鐵', '台鐵', '列車', '中樞', '車流']","['交通部', '臺灣', '行政院', '臺灣']"
下世代太空科技發展延續推動計畫(3/10),11,"['太空', '星系', '解析度', '孔徑', '酬載', '飛行體', '定義', '天線', '雛型體', '工程體']","['第一', '第三', '第三年']"
建立多模組運輸事故調查能量計畫(2/4),11,"['鐵道', '原因', '運具', '航電', '光達']","['亞太', '第二年', '國家運輸安全調查委員會']"
開放式建築創新應用科技計畫(4/4),13,['居住型'],"['第九', '101年度', '102年', '100年', '本年度', '臺灣', '103年度']"
智慧電子國家型科技計畫-智慧電子整合性人才培育計畫(4/5),13,"['科系', '微機電', '處理器']","['台灣', '5至10年', '民國100年']"
智慧電子國家型科技計畫-發展智慧電子關鍵技術綱要計畫(4/5),13,"['三分項', '超音波', 'IC', '晶圓', '記憶體', '電路']",[]
奈米國家型科技計畫-奈米產業技術發展綱要計畫(6/6),13,"['記憶體', '構裝', '基板', '試量產']",['第二']
工研院創新前瞻技術研究綱要計畫書(3/4)- ,13,['創新型'],"['經濟部', '前半年']"
機械與運輸產業科技發展綱要計畫(4/4),13,"['底盤', '器械']",['台灣']
工業基礎技術及智慧自動化發展暨專利檢索建置計畫(3/4),13,"['國際級', '協會', '財團']","['韓國專利資訊協會(KIPI', '103年', '韓國', 'IPCC', '亞太', '102年', '101年']"
工研院環境建構綱要計畫書(2/3),13,"['品試', '高精度性', '旋轉軸', '試量產', '電路', '記憶體', '功耗']","['OLED', '12吋', '1', '台灣', '2']"
智慧電子國家型科技計畫—工業局智慧電子產業推動計畫(2/4),13,"['車用', '處理器']",['美']
能源國家型科技計畫-綠色能源產業推動計畫(4/4),13,['照明'],"['歐', '台灣', '美', '台灣', '日']"
光電及半導體設備產業發展計畫(1/4),13,[],[]
金屬產業發展推動計畫(1/4),13,[],"['日', '一', '台']"
關鍵材料技術輔導與推廣計畫(2/4),13,['構裝'],['30%']
國家度量衡標準實驗室整體運作及發展計畫(2/4),13,"['一級', '計量器', '型式', '度量衡']","['103年度', '經濟部', '國家度量衡標準實驗室']"
智慧電子國家型科技計畫-智慧電子技術研究發展計畫(4/5),13,['車用'],[]
工程科技發展中程綱要計畫書(1/1),13,"['廣度', '原子能']",[]
財團法人國家同步輻射研究中心發展計畫(1/1),13,"['光源', '光子源', '中子']","['澳', '台灣', '台灣光子源', '台']"
台灣光源計畫 (TLS)(1/1),13,"['高頻', '磁鐵', '真空', '定位', '光源', '光束線', '穩定度', '回饋', '光束', '實驗站', '用戶']","['1', '1']"
台灣光子源計畫 (TPS)(1/1),13,"['高頻', '磁鐵', '真空', '定位', '冰水', '光子源', '光束線']","['1', '台灣', '2']"
台灣光子源周邊實驗設施興建計畫(1/1),13,"['前端區', '插件', '磁鐵', '真空', '聚頻', '定位', '光束線', '實驗站']","['1', 'IU22', '2', '3', 'IU22', '6']"
智慧電子國家型科技計畫-MG+4C垂直整合推動專案計畫(4/5),13,"['消費性', '科管局', '電路']","['科管局', '台灣', '科管局', '科管局']"
儀器科技發展計畫(1/4),13,"['廣度', '真空']",[]
晶片設計實作計畫(1/4),13,['雛型品'],"['國科會', '六到十二個月']"
奈米元件研究與技術人才培育計畫(1/4),13,"['微機電', '記憶體', '電流', '電晶體', '高頻', '電路']","['40,487千元', '280千元', '10奈米', '066千元', '103年度', '465,636千元', '台南廠', '482,916千元', '國家晶片系統設計中心', '國家奈米元件實驗室', '365,363千元']"
電漿在綠色節能環境之開發與應用(2/4),13,"['電漿', '光熱', '功能型', '基材', '串接型', '聚光光']","['1', '6']"
智慧電子國家型科技計畫-智慧電子整合性人才培育計畫(5/5),13,"['處理器', '記憶體']","['行政院', '民國100年', '5至10年', '101年12月', '智慧電子國家型計畫']"
工研院環境建構綱要計畫(3/3),13,"['潔淨室', '雛型品', '構裝', '低功耗', 'IC']","['台灣', '1']"
工研院創新前瞻技術研究綱要計畫(4/4),13,['系統類'],"['FY', '歐盟', '經濟部', '前半年']"
機械與運輸產業科技發展綱要計畫(1/4),13,['底盤'],"['台灣', '台灣']"
智慧電子國家型科技計畫-發展智慧電子關鍵技術綱要計畫(5/5),13,"['超音波', 'IC', '構裝', '記憶體', '電路', '低功耗', '功耗']",[]
工業基礎技術及智慧自動化發展暨專利檢索建置計畫(4/4),13,"['國際級', '協會', '財團']","['韓國', '104年', '韓國專利資訊協會(KIPI', 'IPCC', '101至103年']"
建置OLED照明量產核心技術(1/4),13,"['量產線', '光源']",['OLED']
關鍵材料技術輔導與推廣計畫(3/4),13,['構裝'],['30%']
能源國家型科技計畫-綠色能源產業推動計畫(1/4),13,"['出海口', '利益']",['兩岸']
金屬產業發展推動計畫(2/4),13,[],['台灣']
光電及半導體設備產業發展計畫(2/4),13,[],[]
新興顯示器產業發展推動計畫(1/4),13,"['出海口', '太陽']",[]
智慧電子國家型科技計畫-工業局智慧電子產業推動計畫(3/4),13,"['車用', '協會', '處理器']",[]
國家度量衡標準實驗室整體運作及發展計畫(3/4),13,"['度量衡', '一級', '計量器', '型式']",['國家度量衡標準實驗室']
台灣光源計畫 (TLS)(1/1),13,"['高頻', '磁鐵', '真空', '定位', '光源', '光束線', '穩定度', '回饋', '光束', '實驗站', '用戶']","['1', '1']"
台灣光子源計畫 (TPS)(1/1),13,"['高頻', '磁鐵', '真空', '用戶']","['1', '第一', '2']"
台灣光子源周邊實驗設施興建計畫(1/1),13,"['前端區', '插件', '磁鐵', '橢圓', '真空', '聚頻', '光能譜', '光束線', '實驗站']","['2', '1', '3']"
台灣光子源之高影響性光束線及實驗站設施興建計畫(1/4),13,"['光子源', '光束線', '實驗站', '電費', '光源']","['台灣', '第一']"
智慧電子國家型科技計畫-MG+4C垂直整合推動專案計畫(5/5),13,"['消費性', '科管局', '電路']","['科管局', '台灣', '科管局', '科管局']"
智慧電子國家型科技計畫-智慧電子技術研究發展綱要計畫(5/5),13,['車用'],[]
晶片設計實作計畫(2/4),13,"['雛型品', 'IC']","['國科會', '國研院', '104年', '六到十二個月']"
儀器科技發展計畫(1/4),13,['真空'],[]
奈米元件研究與技術人才培育計畫(2/4),13,"['建置次', '電晶體', '電流', '積層型', '微機電', '構裝', '高頻', '電路']","['台灣', '國科會', '104年', '104年', '台灣', '10奈米', '行政院', '國家晶片系統設計中心', '國家奈米元件實驗室', '台灣', '全國電子', '10奈米', '國家奈米元件實驗室']"
電漿在綠色節能環境之開發與應用(3/4),13,"['電漿', '光熱', '功能型', '基材', '串接型', '聚光光']","['1', '6']"
工研院環境建構綱要計畫(1/3),13,"['潔淨室', '雛型品', 'IC', '能譜', '環構', '微機電']","['OLED', 'OLED']"
機械與運輸產業科技發展綱要計畫(2/4),13,['底盤'],[]
電子光電產業科技發展綱要計畫(1/4),13,"['寬能隙', '記憶體', '晶圓', '超音波', '電路', '寬產線']","['1', '105年~107年', '30cm']"
建置OLED照明量產核心技術(2/4),13,"['量產線', '光源', '寬產線', '演色', '機台']","['100 lm/W', 'OLED']"
工研院創新前瞻技術研究綱要計畫(1/4),13,['系統類'],"['前半年', '工研院', '美', '日', '歐', '經濟部']"
能源國家型科技計畫-綠色能源產業推動計畫(2/4),13,['新台幣'],"['俄羅斯', '日本', 'TUV', 'Intertek', '印度', '新台幣80億元']"
光電及半導體設備產業發展計畫(3/4),13,[],[]
關鍵材料技術輔導與推廣計畫(4/4),13,[],"['行政院', '行政院', '台灣', '102年']"
新興顯示器產業發展推動計畫(2/4),13,"['出海口', '太陽']",['1']
金屬產業發展推動計畫(3/4),13,[],"['104年度', '103年度']"
智慧電子產業推動計畫(1/4),13,"['車用', '消費性']","['臺灣', '南部']"
國家度量衡標準實驗室整體運作及發展計畫(4/4),13,"['度量衡', '一級', '計量器', '型式']",['國家度量衡標準實驗室']
軍民通用之高功率模組產業及應用生根計畫(2/4),13,"['商購件', '碳化矽', '晶圓', '氮化鋁', '基板']","['第一', '前兩年', '第一', '中科院', '第二', '後兩年']"
台灣光源計畫 (TLS)(1/1),13,"['高頻', '磁鐵', '真空', '定位', '光源', '超導', '高頻腔', '液氦', '液態', '穩定度', '光束線', '回饋', '光束', '實驗站', '用戶']","['1', '2']"
